User-ID,ISBN,Book-Rating,Book-Title
26883,0062502182,9,The Alchemist: A Fable About Following Your Dream
26883,0099771519,0,Memoirs of a Geisha Uk
26883,0156027321,7,Life of Pi
26883,033048205X,0,The Princess Diaries
26883,0345380371,0,Rising Sun
26883,0345396936,0,Cry to Heaven
26883,0345443284,0,While I Was Gone
26883,0380789035,8,American Gods
26883,0385504209,0,The Da Vinci Code
26883,038572179X,0,Atonement : A Novel
26883,0425152499,9,Practical Magic
26883,0439064872,0,Harry Potter and the Chamber of Secrets (Book 2)
26883,0439139600,8,Harry Potter and the Goblet of Fire (Book 4)
26883,0446670251,10,The Virgin Suicides
26883,0451203895,7,4 Blondes
26883,0451209907,8,Quentins
26883,0452283205,0,Falling Angels
26883,0553212583,0,Wuthering Heights
26883,055321313X,0,Anne of Green Gables (Anne of Green Gables Novels (Paperback))
26883,0671027360,0,Angels &amp; Demons
26883,067976402X,0,Snow Falling on Cedars
26883,0743225406,0,The Shipping News : A Novel
26883,0786885688,0,Shopgirl
26883,1573229725,0,Fingersmith
26883,1853260916,0,To the Lighthouse
26883,1878448900,0,Girl in Hyacinth Blue
26891,0316602051,7,The Jester
26906,0871136791,9,Cold Mountain
26908,0684853523,5,On Writing
26910,0671027360,10,Angels &amp; Demons
26916,0452279178,0,"Wizard and Glass (The Dark Tower, Book 4)"
26941,0345370775,0,Jurassic Park
26961,000649840X,0,Angelas Ashes
26973,0425157539,0,Sudden Prey
26973,0451128370,7,Christine
26975,0380718340,8,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))
26979,0971880107,2,Wild Animus
27027,0425181111,8,Strangers
27044,0066214122,8,Prey: A Novel
27047,0446612790,0,2nd Chance
27057,0380731851,0,Mystic River
27091,0345378482,7,The Andromeda Strain
27091,0440180295,0,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death
27091,0440498058,0,A Wrinkle In Time
27091,055323224X,0,A Separate Peace
27108,3499133709,5,September
27115,0971880107,0,Wild Animus
27131,0446606189,4,Cat &amp; Mouse (Alex Cross Novels)
27131,0804105820,0,It Was on Fire When I Lay Down on It
27140,006101351X,0,The Perfect Storm : A True Story of Men Against the Sea
27140,0316776963,0,Me Talk Pretty One Day
27140,0385265700,0,The Book of Ruth (Oprah's Book Club (Paperback))
27140,0385504209,0,The Da Vinci Code
27140,0399146431,10,The Bonesetter's Daughter
27140,043935806X,0,Harry Potter and the Order of the Phoenix (Book 5)
27140,044651862X,0,The Celestine Prophecy (Celestine Prophecy)
27140,0446525537,0,A Walk to Remember
27140,0446531332,0,Nights in Rodanthe
27140,0553277472,0,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values
27140,0553564528,0,Guilty as Sin
27140,0670892963,10,Bridget Jones : The Edge of Reason
27140,0671024248,0,Hearts In Atlantis
27140,0804105820,9,It Was on Fire When I Lay Down on It
27140,0971880107,0,Wild Animus
27141,038001503X,10,One Hundred Years of Solitude
27143,0441005489,10,"Redwall (Redwall, Book 1)"
27144,0375504397,0,Black House
27144,0425155404,0,Invasion
27144,0425155943,0,Contagion
27160,0060976845,5,Little Altars Everywhere: A Novel
27161,0446606812,9,Message in a Bottle
27168,0345337662,7,Interview with the Vampire
27168,0805062971,0,Fight Club
27169,0061085081,8,Homecoming
27169,0316789089,0,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover))
27169,0373825013,8,"Whirlwind (Tyler, Book 1)"
27169,0446606812,0,Message in a Bottle
27172,0425157539,0,Sudden Prey
27172,0446353957,8,Mirror Image
27172,0446364193,0,Along Came a Spider (Alex Cross Novels)
27172,0553576801,0,The Perfect Husband
27172,0743460529,0,Daddy's Little Girl
27192,0449003787,6,"\O\"" Is for Outlaw"""
27193,0140282033,0,Chocolat
27193,0375706771,0,Midwives: A Novel
27193,0380820293,6,Last Chance Saloon
27193,0425152251,0,Sophie's World: A Novel About the History of Philosophy
27193,0446394521,7,Daisy Fay and the Miracle Man
27193,0446605239,0,The Notebook
27193,080411868X,0,"Welcome to the World, Baby Girl!"
27194,0743211383,7,Dreamcatcher
27198,0553272535,8,Night
27204,0425119920,10,Strangers
27204,0679419454,9,Disclosure
27222,0316153915,7,Chasing the Dime
27222,0316666343,0,The Lovely Bones: A Novel
27222,0345452534,8,The Murder Book
27222,0553802518,0,The Survivors Club
27225,080411109X,0,The Hundred Secret Senses
27231,0316569321,0,White Oleander : A Novel
27231,0553275976,5,The Bonfire of the Vanities
27237,0449912558,8,The Sparrow
27240,0060086246,0,Last Chance Saloon
27240,0375703063,6,A Virtuous Woman (Oprah's Book Club (Paperback))
27245,0553279378,5,I Know Why the Caged Bird Sings
27245,080410753X,0,The Kitchen God's Wife
27245,0812532570,0,Speaker for the Dead (Ender Wiggins Saga (Paperback))
27248,0345413881,0,Dr. Death (Alex Delaware Novels (Paperback))
27261,0316601950,0,The Pilot's Wife : A Novel
27265,014028009X,7,Bridget Jones's Diary
27265,0140298479,7,Bridget Jones: The Edge of Reason
27265,038082101X,9,Daughter of Fortune: A Novel
27265,0452282152,10,Girl with a Pearl Earring
27283,0312291639,6,The Nanny Diaries: A Novel
27287,0345368754,5,Foucault's Pendulum
27287,0385486804,0,Into the Wild
27287,0553569058,0,The Robber Bride
27296,0451202341,7,Back Roads
27313,0446608955,9,A Walk to Remember
27317,0375707972,7,The Reader
27317,0375727345,0,House of Sand and Fog
27317,0385335482,8,Confessions of a Shopaholic (Summer Display Opportunity)
27317,0553292722,8,Still Waters
27317,0553582747,9,From the Corner of His Eye
27317,0767905180,8,Jemima J: A Novel About Ugly Ducklings and Swans
27329,0312243022,10,The Hours : A Novel
27329,0452260116,9,Song of Solomon (Oprah's Book Club (Paperback))
27329,0743225406,6,The Shipping News : A Novel
27349,0316769487,10,The Catcher in the Rye
27350,0670894605,5,The Secret Life of Bees
27352,0060921145,10,Animal Dreams
27352,0060930535,10,The Poisonwood Bible: A Novel
27352,0060959037,10,Prodigal Summer: A Novel
27354,0316666343,0,The Lovely Bones: A Novel
27381,006019491X,7,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover))
27383,006016848X,8,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships"
27383,0374281947,8,Personal Injuries
27383,0385315236,8,The Horse Whisperer
27383,0385503822,8,The Summons
27383,0446360589,7,The Burden of Proof
27383,0446527289,0,The First Counsel
27383,0446527785,0,A Bend in the Road
27392,051512608X,0,The Reef
27395,0745926290,0,At Home in Mitford (The Mitford Years)
27395,0842329129,7,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
27399,0446610038,7,1st to Die: A Novel
27399,0553579606,6,Ashes to Ashes
27401,0439064872,8,Harry Potter and the Chamber of Secrets (Book 2)
27413,0553580930,0,A Man in Full
27426,0671510053,0,SHIPPING NEWS
27448,0425152251,6,Sophie's World: A Novel About the History of Philosophy
27448,0553272535,9,Night
27457,0399144463,8,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life
27458,0451184963,6,Insomnia
27462,0316666343,0,The Lovely Bones: A Novel
27462,0373825013,0,"Whirlwind (Tyler, Book 1)"
27462,044021596X,0,Heartbreaker
27462,0440226430,0,Summer Sisters
27462,0446363251,0,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\"""""
27462,0446525502,0,The Rescue
27462,0446605239,8,The Notebook
27462,0446611778,0,Last Man Standing
27462,0449219364,0,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback))
27462,051512219X,0,Small Town Girl
27462,0553110942,0,Carnal Innocence
27462,0553279912,0,A Is for Alibi (Kinsey Millhone Mysteries (Paperback))
27462,0553569910,0,The Ugly Duckling
27462,0553571818,0,Long After Midnight
27462,0553578022,0,The Face of Deception
27462,0553581554,0,The Killing Game: Only One Can Win...and the Loser Dies
27462,0671027662,0,Coast Road: A Novel
27462,0671032992,0,Heartbreaker
27462,0671888587,0,I'll Be Seeing You
27462,0679751521,0,Midnight in the Garden of Good and Evil
27462,0971880107,0,Wild Animus
27464,0446359866,0,Presumed Innocent
27470,0446603422,9,Stormy Weather
27472,0060008296,8,Courting Trouble
27472,0060928336,10,Divine Secrets of the Ya-Ya Sisterhood: A Novel
27472,0064472272,10,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson"
27472,0316284955,7,White Oleander : A Novel (Oprah's Book Club)
27472,0316666343,10,The Lovely Bones: A Novel
27472,0316769487,0,The Catcher in the Rye
27472,0345360001,0,The Mummy or Ramses the Damned
27472,0345384369,8,Intensity
27472,0345384466,10,The Witching Hour (Lives of the Mayfair Witches)
27472,0345425308,5,Violin
27472,038039586X,0,Watership Down
27472,0380977788,8,Coraline
27472,0385491050,0,Surfacing
27472,0425154092,0,From Potter's Field
27472,0425179672,10,The River King
27472,0425181103,7,Phantoms
27472,044021145X,8,The Firm
27472,0440219078,10,The Giver (21st Century Reference)
27472,0440226104,9,Black and Blue
27472,0440498058,10,A Wrinkle In Time
27472,0441569595,0,Neuromancer (Remembering Tomorrow)
27472,0441790348,0,Stranger in a Strange Land (Remembering Tomorrow)
27472,0446310786,10,To Kill a Mockingbird
27472,0446605239,7,The Notebook
27472,0446610038,8,1st to Die: A Novel
27472,0446611808,9,Envy
27472,0446679593,0,Suzanne's Diary for Nicholas
27472,0449005836,6,The Right Hand of Evil
27472,0449227421,0,The Third Twin
27472,0451153553,0,Misery
27472,0553268880,9,The Prince of Tides
27472,0553279912,5,A Is for Alibi (Kinsey Millhone Mysteries (Paperback))
27472,0553580221,8,False Memory
27472,0671028375,8,Fatal Voyage
27472,0671525743,0,Night Whispers
27472,0671617028,10,The Color Purple
27472,0671776800,0,Paradise
27472,0671867091,5,Remember Me
27472,067942573X,0,Taltos: Lives of the Mayfair Witches
27472,067976402X,8,Snow Falling on Cedars
27472,0684801523,0,The Great Gatsby
27472,0684867621,0,The Girl Who Loved Tom Gordon : A Novel
27472,0743211375,6,From a Buick 8 : A Novel
27472,074343627X,8,Dreamcatcher
27472,0786868015,0,The Diary of Ellen Rimbauer: My Life at Rose Red
27472,0842329242,9,Nicolae: The Rise of Antichrist (Left Behind No. 3)
27472,1559029838,0,Call of the Wild
27474,0553096834,0,Couplehood
27479,0515135739,8,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback))
27483,0446601640,7,Slow Waltz in Cedar Bend
27491,0449003795,0,P Is for Peril
27498,0553584480,0,The Face
27499,0064407667,0,"The Bad Beginning (A Series of Unfortunate Events, Book 1)"
27518,0440226430,8,Summer Sisters
27538,0140293248,0,The Girls' Guide to Hunting and Fishing
27538,0440213525,0,The Client
27538,0440214041,8,The Pelican Brief
27539,0312983271,2,Full House (Janet Evanovich's Full Series)
27539,0316603287,5,The Lake House
27539,0316693324,5,When the Wind Blows
27551,0399138250,0,Without Remorse
27551,0446525537,0,A Walk to Remember
27551,0446607177,0,Riptide
27551,0446610038,0,1st to Die: A Novel
27551,0451205421,0,The Door to December
27551,074343627X,0,Dreamcatcher
27551,0842329129,0,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
27551,0842329218,0,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2)
27551,0842329242,0,Nicolae: The Rise of Antichrist (Left Behind No. 3)
27551,0842329250,0,Soul Harvest: The World Takes Sides (Left Behind No. 4)
27557,006101351X,0,The Perfect Storm : A True Story of Men Against the Sea
27557,0312195516,9,The Red Tent (Bestselling Backlist)
27557,0316780375,5,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion
27560,0345370775,7,Jurassic Park
27568,0449910237,7,Moo
27568,0971880107,0,Wild Animus
27586,1558744630,10,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul)
27592,0316666343,8,The Lovely Bones: A Novel
27596,014034294X,0,Matilda
27597,0440211727,0,A Time to Kill
27611,0688163165,0,Mystic River
27614,0066214122,0,Prey: A Novel
27616,0399144463,10,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life
27617,0060987561,0,I Know This Much Is True
27617,006101351X,0,The Perfect Storm : A True Story of Men Against the Sea
27617,0316154075,0,A Darkness More Than Night
27617,0316693200,5,2nd Chance
27617,0330375253,0,Bridget Jones's Diary
27617,0345337662,0,Interview with the Vampire
27617,0345339711,0,"The Two Towers (The Lord of the Rings, Part 2)"
27617,0345354621,0,The Terminal Man
27617,0345378490,0,Congo
27617,0345384369,6,Intensity
27617,034541389X,0,Flesh and Blood
27617,0375504397,10,Black House
27617,0380710722,10,It's Always Something
27617,0385491050,0,Surfacing
27617,0385493800,0,The Testament
27617,0399141464,5,Cause of Death
27617,0446310786,0,To Kill a Mockingbird
27617,0446520802,9,The Notebook
27617,0449134482,0,Dances With Wolves
27617,0451160525,10,"The Gunslinger (The Dark Tower, Book 1)"
27617,0451183940,0,Different Seasons
27617,0452262143,10,"The Drawing of the Three (The Dark Tower, Book 2)"
27617,0452279178,10,"Wizard and Glass (The Dark Tower, Book 4)"
27617,0515131210,0,Shattered
27617,0553296981,10,Anne Frank: The Diary of a Young Girl
27617,0553564528,7,Guilty as Sin
27617,0553573136,0,Couplehood
27617,0670868361,10,Desperation
27617,067102423X,0,Bag of Bones
27617,0671024256,10,On Writing
27617,0679429220,0,Midnight in the Garden of Good and Evil: A Savannah Story
27617,0684867621,0,The Girl Who Loved Tom Gordon : A Novel
27617,0743211375,10,From a Buick 8 : A Novel
27617,0743211383,10,Dreamcatcher
27617,0743235150,10,Everything's Eventual : 14 Dark Tales
27617,0786011440,0,Cradle and All
27621,0767902521,0,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
27624,0452264464,8,Beloved (Plume Contemporary Fiction)
27625,0679442790,8,The Reader
27637,0385311923,0,Lightning
27647,0060987529,0,Confessions of an Ugly Stepsister : A Novel
27647,006101351X,0,The Perfect Storm : A True Story of Men Against the Sea
27647,0064407667,0,"The Bad Beginning (A Series of Unfortunate Events, Book 1)"
27647,0064472272,6,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson"
27647,0156907399,0,To the Lighthouse
27647,0312282990,6,The Amazing Adventures of Kavalier &amp; Clay
27647,0345348036,10,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure
27647,0345366239,7,The Eight
27647,0345369947,9,The Mummy or Ramses the Damned
27647,0380813815,0,"Lamb : The Gospel According to Biff, Christ's Childhood Pal"
27647,0385504209,3,The Da Vinci Code
27647,0385722206,0,Balzac and the Little Chinese Seamstress : A Novel
27647,0425167720,8,An Instance of the Fingerpost
27647,0440215625,8,Dragonfly in Amber
27647,0553268880,8,The Prince of Tides
27647,0553561618,0,Dark Paradise
27647,0679879250,0,"The Subtle Knife (His Dark Materials, Book 2)"
27647,0684801523,0,The Great Gatsby
27647,0786817879,7,"Artemis Fowl (Artemis Fowl, Book 1)"
27647,0812511816,0,"The Eye of the World (The Wheel of Time, Book 1)"
27647,1400034779,8,The No. 1 Ladies' Detective Agency (Today Show Book Club #8)
27647,1573229326,0,How to Be Good
27647,1573229725,8,Fingersmith
27648,0679735771,9,American Psycho (Vintage Contemporaries)
27648,0684859718,9,Deadly Decisions
27649,0385297661,0,Daddy
27650,0060541814,0,The Andromeda Strain
27650,0062502182,0,The Alchemist: A Fable About Following Your Dream
27650,0156027321,0,Life of Pi
27650,0385722206,0,Balzac and the Little Chinese Seamstress : A Novel
27650,0971880107,0,Wild Animus
27664,0451172817,5,Needful Things
27664,059035342X,0,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
27669,0449005615,0,Seabiscuit: An American Legend
27681,0553260111,9,The Bourne Identity
27684,0141000198,8,Bridget Jones's Diary
27684,0316569321,10,White Oleander : A Novel
27684,0440234743,9,The Testament
27684,0671042572,8,Jewel (Oprah's Book Club)
27691,0060502258,0,The Divine Secrets of the Ya-Ya Sisterhood: A Novel
27704,0316781142,0,The Last Time They Met : A Novel
27704,067102423X,9,Bag of Bones
27719,067088300X,8,The Girls' Guide to Hunting and Fishing
27736,0060502258,0,The Divine Secrets of the Ya-Ya Sisterhood: A Novel
27738,0671039725,8,Carrie
27740,0060194448,8,The Wailing Wind
27740,0312263120,8,Digital Fortress : A Thriller
27740,0312966970,0,Four To Score (A Stephanie Plum Novel)
27740,0312971346,0,High Five (A Stephanie Plum Novel)
27740,0312976275,7,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel)
27740,0316153915,7,Chasing the Dime
27740,0316168688,0,The Dogs of Babel (Today Show Book Club #12)
27740,0345452534,8,The Murder Book
27740,0385334036,0,The Smoke Jumper
27740,0385472943,0,The Runaway Jury
27740,0385503954,7,Atonement: A Novel
27740,0385508042,0,The King of Torts
27740,039913879X,0,Fatal Cure
27740,0399141065,0,Contagion
27740,0399147128,7,The Villa
27740,0399147195,8,P Is for Peril (Kinsey Millhone Mysteries (Hardcover))
27740,0399148817,8,Sleep No More
27740,0399149155,0,Q Is for Quarry
27740,043936213X,8,Harry Potter and the Sorcerer's Stone (Book 1)
27740,044023722X,0,A Painted House
27740,0553582127,7,The Search
27740,0553586122,0,Reap the Wind
27740,0553801341,8,From the Corner of His Eye
27740,0553802453,7,No One to Trust
27740,0553802488,8,The Face
27740,0671880314,10,Schindler's List
27740,0679457143,0,The Cobra Event
27740,0684841185,0,Death du Jour
27740,0743224574,9,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash
27740,0971880107,0,Wild Animus
27760,0679429220,0,Midnight in the Garden of Good and Evil: A Savannah Story
27776,0099201410,4,Breathing Lessons
27780,037570504X,9,"Breath, Eyes, Memory"
27782,0002558122,0,Angelas Ashes
27786,0446364193,5,Along Came a Spider (Alex Cross Novels)
27788,0312243022,0,The Hours : A Novel
27788,0312278586,0,The Nanny Diaries: A Novel
27788,0345391802,0,The Hitchhiker's Guide to the Galaxy
27788,0375700757,0,Cold Mountain : A Novel
27788,038079487X,8,What Looks Like Crazy On An Ordinary Day
27788,0380814021,0,The Princess Diaries
27788,0385335482,0,Confessions of a Shopaholic (Summer Display Opportunity)
27788,0385730586,8,Sisterhood of the Traveling Pants
27788,0446364193,0,Along Came a Spider (Alex Cross Novels)
27788,0451203046,0,Light a Penny Candle
27788,0553573136,0,Couplehood
27788,0609804138,0,The Sweet Potato Queens' Book of Love
27788,0671021001,0,She's Come Undone (Oprah's Book Club)
27788,0671042572,0,Jewel (Oprah's Book Club)
27788,0671537458,0,Waiting to Exhale
27788,0743431030,0,Mother of Pearl
27788,080410526X,7,All I Really Need to Know
27788,080411918X,0,A Patchwork Planet
27788,140003065X,0,A Fine Balance
27788,1573225789,8,The Color of Water: A Black Man's Tribute to His White Mother
27788,1573229571,0,About a Boy (Movie Tie-In)
27794,0345339703,0,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
27795,0971880107,0,Wild Animus
27799,0316666343,7,The Lovely Bones: A Novel
27801,0316678104,9,Fortune's Rocks : A Novel
27812,0060934417,0,Bel Canto: A Novel
27812,0060938455,10,Fast Food Nation: The Dark Side of the All-American Meal
27812,006109868X,0,Pigs in Heaven
27812,0140179836,0,The Liar's Club: A Memoir
27812,0142001805,9,The Eyre Affair: A Novel
27812,0156628708,0,Mrs Dalloway
27812,0312291639,0,The Nanny Diaries: A Novel
27812,031242227X,0,Running with Scissors: A Memoir
27812,0316096199,0,Lucky : A Memoir
27812,034541389X,7,Flesh and Blood
27812,0375706771,0,Midwives: A Novel
27812,0385472943,7,The Runaway Jury
27812,0385720955,7,The Blind Assassin
27812,0385721420,0,Three Junes
27812,0425180638,0,The Last Precinct
27812,0425192725,0,Q Is for Quarry
27812,0440224624,0,The Loop
27812,0440241537,0,The King of Torts
27812,0449005615,0,Seabiscuit: An American Legend
27812,059035342X,8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
27812,0671014196,0,The Summerhouse
27812,0671789422,0,Possessing the Secret of Joy
27812,0671880187,9,Kitchen
27812,067944999X,8,The Kiss
27812,0743418174,0,Good in Bed
27812,0743418204,8,In Her Shoes : A Novel
27812,0804115613,0,Fried Green Tomatoes at the Whistle Stop Cafe
27812,0971880107,0,Wild Animus
27812,1573225789,0,The Color of Water: A Black Man's Tribute to His White Mother
27813,051512608X,0,The Reef
27813,0515126772,0,Jewels of the Sun (Irish Trilogy)
27813,0515128546,8,Tears of the Moon (Irish Trilogy)
27813,0515128554,0,Heart of the Sea (Irish Trilogy)
27813,0515128600,8,The Edge
27813,0515130389,0,Carolina Moon
27813,0515130966,0,Riptide
27813,0515132020,0,Heaven and Earth (Three Sisters Island Trilogy)
27813,0515133302,8,Hemlock Bay
27813,0515135739,8,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback))
27813,0971880107,0,Wild Animus
27813,1400031699,0,The Little Friend
27821,0451155750,5,The Dead Zone
27821,0451156609,0,The Tommyknockers
27821,0451160916,6,The Shining
27821,0451162072,0,Pet Sematary
27821,0451177096,3,Dolores Claiborne
27821,0786890436,6,The Diary of Ellen Rimbauer: My Life at Rose Red
27824,0451163524,0,"The Drawing of the Three (The Dark Tower, Book 2)"
27838,0385504209,0,The Da Vinci Code
27839,0062502182,10,The Alchemist: A Fable About Following Your Dream
27853,0439139597,10,Harry Potter and the Goblet of Fire (Book 4)
27860,0425181111,3,Strangers
27861,0142000205,0,Icy Sparks
27869,0375707972,0,The Reader
27870,006101351X,9,The Perfect Storm : A True Story of Men Against the Sea
27870,0743225406,8,The Shipping News : A Novel
27875,0061009059,7,One for the Money (Stephanie Plum Novels (Paperback))
27875,0345413350,8,"The Golden Compass (His Dark Materials, Book 1)"
27875,0446672211,8,Where the Heart Is (Oprah's Book Club (Paperback))
27875,0671001795,6,Two for the Dough
27875,0688177751,8,Miss Julia Speaks Her Mind : A Novel
27875,0802139256,8,Peace Like a River
27878,0671003755,8,She's Come Undone (Oprah's Book Club (Paperback))
27890,0374281947,5,Personal Injuries
27890,0385424736,5,The Rainmaker
27891,0440224675,0,Hannibal
27891,0446670251,9,The Virgin Suicides
27891,0671004565,7,We'll Meet Again
27891,0671568175,8,Let Me Call You Sweetheart
27891,0671789422,8,Possessing the Secret of Joy
27898,0552998931,0,Chocolat
27907,0440998050,8,A Wrinkle in Time
27947,006016848X,6,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships"
27947,0060987529,0,Confessions of an Ugly Stepsister : A Novel
27947,0312421273,0,The Corrections: A Novel
27947,0312924585,0,Silence of the Lambs
27947,0345384350,0,Icebound
27947,0380018179,7,The Thorn Birds
27947,042511774X,0,Breathing Lessons
27947,0425155404,0,Invasion
27947,0425161242,0,Chromosome 6
27947,0440226430,0,Summer Sisters
27947,0449003795,0,P Is for Peril
27947,0449212602,8,The Handmaid's Tale
27947,0449227421,0,The Third Twin
27947,0451203895,0,4 Blondes
27947,0452282829,0,We Were the Mulvaneys
27947,0553096834,0,Couplehood
27947,0553213105,7,Pride and Prejudice
27947,0553275976,0,The Bonfire of the Vanities
27947,0553580221,0,False Memory
27947,0609610597,0,"The Shelters of Stone (Earth's Children Series, No 5)"
27947,0671617028,0,The Color Purple
27947,0679457143,0,The Cobra Event
27947,0679746048,0,"Girl, Interrupted"
27947,0842329129,6,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)
27947,0842329218,0,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2)
27947,0842329242,0,Nicolae: The Rise of Antichrist (Left Behind No. 3)
27947,1558744150,0,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper))
27947,1573227331,0,About a Boy
27955,1559029838,0,Call of the Wild
27956,0060391626,10,I Know This Much Is True (Oprah's Book Club)
27956,0312278586,6,The Nanny Diaries: A Novel
27956,0316781142,2,The Last Time They Met : A Novel
27956,0345420748,0,While I Was Gone
27956,0553580221,9,False Memory
27956,080213825X,0,Four Blondes
27961,0743225406,0,The Shipping News : A Novel
27964,0345378490,0,Congo
27964,0446364800,7,The General's Daughter
27964,0553578022,8,The Face of Deception
27964,0553581554,0,The Killing Game: Only One Can Win...and the Loser Dies
27965,0385315236,0,The Horse Whisperer
27979,0385475721,0,The Blind Assassin
27979,0425179672,0,The River King
27979,0670896764,0,A Day Late and a Dollar Short
27982,0446606189,0,Cat &amp; Mouse (Alex Cross Novels)
27982,0553582127,8,The Search
27994,0671004573,10,Before I Say Good-Bye
27996,0671021001,7,She's Come Undone (Oprah's Book Club)
28004,0345384350,0,Icebound
28004,0671894455,0,FORREST GUMP (Movie Tie in)
28004,0679745203,0,The English Patient
28006,0553274295,9,Where the Red Fern Grows
28006,0671004573,0,Before I Say Good-Bye
28016,0060928336,8,Divine Secrets of the Ya-Ya Sisterhood: A Novel
28016,0060959037,0,Prodigal Summer: A Novel
28016,0060976845,5,Little Altars Everywhere: A Novel
28016,0060987561,7,I Know This Much Is True
28016,0140042598,10,On the Road
28016,0142000205,7,Icy Sparks
28016,038039586X,10,Watership Down
28016,0385484518,0,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson"
28016,0439064872,10,Harry Potter and the Chamber of Secrets (Book 2)
28016,0439136369,10,Harry Potter and the Prisoner of Azkaban (Book 3)
28016,0439139600,10,Harry Potter and the Goblet of Fire (Book 4)
28016,0688177859,0,"Ahab's Wife: Or, The Star-Gazer: A Novel"
28016,0743227441,8,The Other Boleyn Girl
28023,0451207521,9,Jackdaws
28033,0380814021,0,The Princess Diaries
28055,031298328X,0,Full Tilt (Janet Evanovich's Full Series)
28056,0316601950,7,The Pilot's Wife : A Novel
28056,0425132951,0,The House of Thunder
28056,0452264464,9,Beloved (Plume Contemporary Fiction)
28065,0553292722,0,Still Waters
28069,0316776963,0,Me Talk Pretty One Day
28069,038542471X,0,The Client
28069,0440180295,0,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death
28073,0375703861,0,White Teeth: A Novel
28075,0446602620,5,Blood Work
28075,0671011367,6,Deja Dead
28076,0142001805,5,The Eyre Affair: A Novel
28076,0399141200,8,That Camden Summer
28076,0399146164,0,Riptide
28076,0804115761,0,Thousand Acres
28077,0446612545,0,The Beach House
28078,0515132136,6,The Jury
28082,0312305060,0,The Hours: A Novel
28082,0452283205,9,Falling Angels
28091,034543479X,6,A Widow for One Year
28091,0345463153,0,The Fourth Hand
28091,0440204887,10,Illusions: The Adventures of a Reluctant Messiah
28091,044023722X,8,A Painted House
28091,0451160525,5,"The Gunslinger (The Dark Tower, Book 1)"
28091,0971880107,2,Wild Animus
28094,0671727796,5,The Color Purple
28096,0061097101,6,The Saving Graces: A Novel
28096,0312983271,7,Full House (Janet Evanovich's Full Series)
28096,0345350499,9,The Mists of Avalon
28096,044021145X,7,The Firm
28096,0440213525,6,The Client
28096,0440224624,7,The Loop
28096,0451192001,0,How Stella Got Her Groove Back
28096,0553580221,0,False Memory
28105,0345447840,8,The Surgeon
28109,0375431624,5,Skipping Christmas
28111,0399146164,5,Riptide
28117,0312195516,7,The Red Tent (Bestselling Backlist)
28123,0440234743,9,The Testament
28123,044023722X,9,A Painted House
28133,067100042X,8,Silent Night : A Christmas Suspense Story
28139,0345404777,0,No Safe Place
28139,034541389X,0,Flesh and Blood
28139,0380730847,0,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback))
28139,042510107X,3,Red Storm Rising
28139,0425154092,0,From Potter's Field
28139,0446606812,1,Message in a Bottle
28139,0451180410,0,Mortal Fear
28139,0671027387,0,Deception Point
28139,0671789422,5,Possessing the Secret of Joy
28143,0446527033,0,The Switch
28144,0440206154,9,Red Dragon
28144,0440236673,5,The Brethren
28144,044023722X,2,A Painted House
28144,0446608890,5,Saving Faith
28144,0553260111,2,The Bourne Identity
28144,0553582135,7,Final Target
28146,0140238212,4,Pride and Prejudice
28150,0156027321,9,Life of Pi
